omega_PVDF,phi_CB,eta (Pa·s)
0.01,0.0320345,0.029979630998354774
0.01,0.033636225,0.030902568650235877
0.01,0.035237950000000004,0.03185021637991115
0.01,0.036839675,0.0328257901244927
0.01,0.0384414,0.03382864923998371
0.01,0.040043125000000006,0.034859249735317316
0.01,0.041644850000000004,0.03591786389597093
0.01,0.043246575,0.0370045093258355
0.01,0.0448483,0.03812134325180833
0.01,0.046450025,0.03926833707938526
0.01,0.048051750000000004,0.04044503281359778
0.01,0.049653475,0.04165043224467947
0.01,0.0512552,0.04288996923725079
0.01,0.052856925,0.04415921515799853
0.01,0.05445865,0.045460095837997046
0.01,0.056060374999999996,0.046795000384648115
0.01,0.0576621,0.048161882229851724
0.01,0.059263825,0.0495603162011801
0.01,0.060865550000000004,0.05099531332242452
0.01,0.06246727500000001,0.05246072598692612
0.01,0.064069,0.053965009681077813
0.01,0.065670725,0.05550086104425319
0.01,0.06727245,0.057074036937929104
0.01,0.068874175,0.058683442845101845
0.01,0.07047590000000001,0.06033187800495942
0.01,0.072077625,0.062012895455083386
0.01,0.07367935,0.06372833038520148
0.01,0.075281075,0.06548609592706839
0.01,0.0768828,0.06727808988365556
0.01,0.07848452500000001,0.06911289642342897
0.01,0.08008625000000001,0.07098064877327648
0.01,0.08168797500000001,0.07289051915882513
0.01,0.08328970000000001,0.07483836683545741
0.01,0.084891425,0.07682700589483896
0.01,0.08649315,0.07885086646370135
0.01,0.088094875,0.08092170523211015
0.01,0.0896966,0.08302384228363704
0.01,0.091298325,0.08516949657758335
0.01,0.09290005,0.08736255092990913
0.01,0.09450177500000001,0.08959542566955514
0.01,0.09610350000000001,0.0918711772649165
0.011,0.0320345,0.03491395988570277
0.011,0.033636225,0.03590898212172489
0.011,0.035237950000000004,0.036932793662264804
0.011,0.036839675,0.03798301108165474
0.011,0.0384414,0.03906300747194015
0.011,0.040043125000000006,0.040171375604315544
0.011,0.041644850000000004,0.04130788814530248
0.011,0.043246575,0.042474354785460654
0.011,0.0448483,0.04367304628086967
0.011,0.046450025,0.044900960401480304
0.011,0.048051750000000004,0.04615986805394927
0.011,0.049653475,0.04744851925212652
0.011,0.0512552,0.04877244981159302
0.011,0.052856925,0.050126662831106464
0.011,0.05445865,0.05151507641985037
0.011,0.056060374999999996,0.05293794826790617
0.011,0.0576621,0.05439005286557545
0.011,0.059263825,0.05588106925132512
0.011,0.060865550000000004,0.05740543944398294
0.011,0.06246727500000001,0.05896523014429773
0.011,0.064069,0.06055940808152263
0.011,0.065670725,0.06219017201001279
0.011,0.06727245,0.06385607582517795
0.011,0.068874175,0.0655593783218601
0.011,0.07047590000000001,0.06729807137958453
0.011,0.072077625,0.0690794467693292
0.011,0.07367935,0.07089096357278377
0.011,0.075281075,0.07274521510286994
0.011,0.0768828,0.07463967789847646
0.011,0.07848452500000001,0.076570754834732
0.011,0.08008625000000001,0.07854069413817585
0.011,0.08168797500000001,0.08055220275682233
0.011,0.08328970000000001,0.08260044519579926
0.011,0.084891425,0.08468763576187595
0.011,0.08649315,0.08682556094377254
0.011,0.088094875,0.08899973345655977
0.011,0.0896966,0.09121215563256768
0.011,0.091298325,0.09346526299080667
0.011,0.09290005,0.0957619680911446
0.011,0.09450177500000001,0.09809956492099134
0.011,0.09610350000000001,0.1004874786309253
0.012,0.0320345,0.040707114747401865
0.012,0.033636225,0.0417817557468244
0.012,0.035237950000000004,0.042883641060491376
0.012,0.036839675,0.04401591545781916
0.012,0.0384414,0.04517701904858145
0.012,0.040043125000000006,0.04636865030253992
0.012,0.041644850000000004,0.047590583784528115
0.012,0.043246575,0.04884217360393476
0.012,0.0448483,0.05012791893298273
0.012,0.046450025,0.051441390269230274
0.012,0.048051750000000004,0.05279024958954397
0.012,0.049653475,0.054170140319770875
0.012,0.0512552,0.05558271619338991
0.012,0.052856925,0.05703001786352348
0.012,0.05445865,0.05850981885815552
0.012,0.056060374999999996,0.06002646794106792
0.012,0.0576621,0.06157453008351802
0.012,0.059263825,0.06316131893080346
0.012,0.060865550000000004,0.06478353528981698
0.012,0.06246727500000001,0.06643990803427867
0.012,0.064069,0.06812855412799104
0.012,0.065670725,0.06985883792500783
0.012,0.06727245,0.0716256829656303
0.012,0.068874175,0.07343129935758053
0.012,0.07047590000000001,0.07527341033081261
0.012,0.072077625,0.07715409974806592
0.012,0.07367935,0.07907023734661714
0.012,0.075281075,0.08102964282410999
0.012,0.0768828,0.08302930345300545
0.012,0.07848452500000001,0.08506505505509343
0.012,0.08008625000000001,0.08713870844489383
0.012,0.08168797500000001,0.08926022594657063
0.012,0.08328970000000001,0.09141718892755649
0.012,0.084891425,0.09361998305313647
0.012,0.08649315,0.09586288057558155
0.012,0.088094875,0.09814832732530027
0.012,0.0896966,0.1004687062334029
0.012,0.091298325,0.10283664767544594
0.012,0.09290005,0.10524417878766157
0.012,0.09450177500000001,0.10770612244258636
0.012,0.09610350000000001,0.11020098589150489
0.013,0.0320345,0.04743097222813961
0.013,0.033636225,0.04858967145162844
0.013,0.035237950000000004,0.04977814608913694
0.013,0.036839675,0.05099611367430892
0.013,0.0384414,0.05224504014160943
0.013,0.040043125000000006,0.05352677877034924
0.013,0.041644850000000004,0.054838536106773146
0.013,0.043246575,0.05618164778210889
0.013,0.0448483,0.057557794303886224
0.013,0.046450025,0.058965731149021566
0.013,0.048051750000000004,0.060407083970797
0.013,0.049653475,0.06188384915380837
0.013,0.0512552,0.06339418586755774
0.013,0.052856925,0.06493760287660202
0.013,0.05445865,0.0665182221104916
0.013,0.056060374999999996,0.06813055020300812
0.013,0.0576621,0.06977863799069192
0.013,0.059263825,0.07146459888985787
0.013,0.060865550000000004,0.07319095644138163
0.013,0.06246727500000001,0.07494619218418391
0.013,0.064069,0.07674614213317085
0.013,0.065670725,0.07857795722647615
0.013,0.06727245,0.08045144822733183
0.013,0.068874175,0.08236004559878454
0.013,0.07047590000000001,0.08431550813842667
0.013,0.072077625,0.08629987765155164
0.013,0.07367935,0.08833078964591182
0.013,0.075281075,0.09039955113688405
0.013,0.0768828,0.09250804968734777
0.013,0.07848452500000001,0.09465853977122185
0.013,0.08008625000000001,0.09684614839978589
0.013,0.08168797500000001,0.09908055992332737
0.013,0.08328970000000001,0.10135678712427668
0.013,0.084891425,0.10366827351477279
0.013,0.08649315,0.10602585181625632
0.013,0.088094875,0.10842264668266885
0.013,0.0896966,0.11087139204002089
0.013,0.091298325,0.1133535465832981
0.013,0.09290005,0.11589407992949749
0.013,0.09450177500000001,0.11846004443701838
0.013,0.09610350000000001,0.12108456066509485
0.014,0.0320345,0.05514419714089669
0.014,0.033636225,0.056392862126934756
0.014,0.035237950000000004,0.057671992625341964
0.014,0.036839675,0.05898286422921632
0.014,0.0384414,0.06032481659684155
0.014,0.040043125000000006,0.06169918844391188
0.014,0.041644850000000004,0.06310491861416916
0.014,0.043246575,0.06454629239879495
0.014,0.0448483,0.06601921428596501
0.014,0.046450025,0.06752839693887681
0.014,0.048051750000000004,0.06906850486120197
0.014,0.049653475,0.07064458402685689
0.014,0.0512552,0.07225425635388039
0.014,0.052856925,0.07390387559853537
0.014,0.05445865,0.07558580617126821
0.014,0.056060374999999996,0.07730670686516834
0.014,0.0576621,0.07905987898140546
0.014,0.059263825,0.08085279883429834
0.014,0.060865550000000004,0.08268094027667801
0.014,0.06246727500000001,0.08455338729310019
0.014,0.064069,0.08645719472653529
0.014,0.065670725,0.0884015740880536
0.014,0.06727245,0.09038431971063929
0.014,0.068874175,0.09240735999205832
0.014,0.07047590000000001,0.09447297747735105
0.014,0.072077625,0.09657813573175852
0.014,0.07367935,0.0987187184109972
0.014,0.075281075,0.10090234411883421
0.014,0.0768828,0.10313166597879858
0.014,0.07848452500000001,0.10539508516391494
0.014,0.08008625000000001,0.1077011829018363
0.014,0.08168797500000001,0.11005242217896206
0.014,0.08328970000000001,0.11245166711607546
0.014,0.084891425,0.11488359643422207
0.014,0.08649315,0.11736839584263485
0.014,0.088094875,0.11988931553476061
0.014,0.0896966,0.1224584603328668
0.014,0.091298325,0.12506736577312066
0.014,0.09290005,0.12773007421513344
0.014,0.09450177500000001,0.13042460542185627
0.014,0.09610350000000001,0.13317877907536788
0.015,0.0320345,0.06391954264548713
0.015,0.033636225,0.06526117804910328
0.015,0.035237950000000004,0.06663701946679884
0.015,0.036839675,0.06804454018890158
0.015,0.0384414,0.06948480777781672
0.015,0.040043125000000006,0.07095917384444339
0.015,0.041644850000000004,0.07246635840596105
0.015,0.043246575,0.07400758563961325
0.015,0.0448483,0.075584369858681
0.015,0.046450025,0.07719474602769358
0.015,0.048051750000000004,0.07883994850411186
0.015,0.049653475,0.08052595889627118
0.015,0.0512552,0.08224120238114146
0.015,0.052856925,0.08399604105769007
0.015,0.05445865,0.08578734470269316
0.015,0.056060374999999996,0.0876167317469953
0.015,0.0576621,0.08948613386574666
0.015,0.059263825,0.09139083660638021
0.015,0.060865550000000004,0.09333197258835568
0.015,0.06246727500000001,0.09531092614508875
0.015,0.064069,0.09733366510653679
0.015,0.065670725,0.09939385594452194
0.015,0.06727245,0.10149291964737896
0.015,0.068874175,0.10363255746257602
0.015,0.07047590000000001,0.10582037793538039
0.015,0.072077625,0.10803597732909868
0.015,0.07367935,0.11030406852714676
0.015,0.075281075,0.11260862665725639
0.015,0.0768828,0.11495780519854225
0.015,0.07848452500000001,0.11734652658980185
0.015,0.08008625000000001,0.11978441164171147
0.015,0.08168797500000001,0.12225759394427914
